wals code,name,value,description,latitude,longitude,genus,family,area
tno,Tondano,2,VO,1.25,125,Minahasan,Austronesian,Word Order
toz,Tonga (in Zambia),2,VO,-17,27,Bantu,Niger-Congo,Word Order
tng,Tongan,2,VO,-21.16666667,-175.1666667,Oceanic,Austronesian,Word Order
ton,Tonkawa,1,OV,30.25,-96.75,Tonkawa,Tonkawa,Word Order
trw,Torwali,1,OV,34.25,72,Indic,Indo-European,Word Order
txj,Totonac (Xicotepec de Juárez),2,VO,20.41666667,-97.83333333,Totonacan,Totonacan,Word Order
tri,Trique (Copala),2,VO,17.16666667,-97.91666667,Trique,Oto-Manguean,Word Order
tru,Trumai,3,No dominant order,-11.91666667,-53.58333333,Trumai,Trumai,Word Order
tsf,Tsafiki,1,OV,-1,-79.33333333,Barbacoan,Barbacoan,Word Order
tsz,Tsez,1,OV,42.25,45.75,Avar-Andic-Tsezic,Nakh-Daghestanian,Word Order
tgl,Tshangla,1,OV,27.83333333,92.16666667,Bodic,Sino-Tibetan,Word Order
tsi,Tsimshian (Coast),2,VO,52.5,-129,Tsimshianic,Tsimshianic,Word Order
ttu,Tsova-Tush,1,OV,42.5,45.5,Nakh,Nakh-Daghestanian,Word Order
tai,Tuareg (Air),2,VO,19,9,Berber,Afro-Asiatic,Word Order
tgh,Tuareg (Ghat),2,VO,25,10.16666667,Berber,Afro-Asiatic,Word Order
tbu,Tubu,1,OV,16,15,Western Saharan,Saharan,Word Order
tuc,Tucano,1,OV,0.5,-69.16666667,Tucanoan,Tucanoan,Word Order
tgn,Tugun,2,VO,-7.716666667,126.75,Central Malayo-Polynesian,Austronesian,Word Order
tuk,Tukang Besi,2,VO,-5.5,123.5,Celebic,Austronesian,Word Order
tki,Tuki,2,VO,4.583333333,11.5,Bantu,Niger-Congo,Word Order
tul,Tulu,1,OV,12.75,75.33333333,Dravidian,Dravidian,Word Order
tum,Tumleo,2,VO,-3.083333333,142.4166667,Oceanic,Austronesian,Word Order
tnb,Tunebo,1,OV,6.75,-72.25,Tunebo,Chibchan,Word Order
tnn,Tunen,1,OV,4.75,10.66666667,Bantu,Niger-Congo,Word Order
tnk,Tungak,2,VO,-2.55,150.25,Oceanic,Austronesian,Word Order
tun,Tunica,1,OV,32.66666667,-91,Tunica,Tunica,Word Order
tpr,Tupuri,2,VO,10.16666667,14.75,Mbumic,Niger-Congo,Word Order
tna,Turkana,2,VO,3,35.5,Eastern Nilotic,Eastern Sudanic,Word Order
tur,Turkish,1,OV,39,35,Turkic,Altaic,Word Order
tkm,Turkmen,1,OV,40,58,Turkic,Altaic,Word Order
tus,Tuscarora,3,No dominant order,36,-77.5,Northern Iroquoian,Iroquoian,Word Order
tte,Tutelo,1,OV,37.66666667,-78.75,Ohio Valley Siouan,Siouan,Word Order
tvt,Tutsa,1,OV,27.5,96.5,Brahmaputran,Sino-Tibetan,Word Order
tvl,Tuvaluan,1,OV,-8.5,179.1666667,Oceanic,Austronesian,Word Order
tuv,Tuvan,1,OV,52,95,Turkic,Altaic,Word Order
tuy,Tuyuca,1,OV,0.5,-70.08333333,Tucanoan,Tucanoan,Word Order
tye,Tyeraity,1,OV,-13,130.3333333,Northern Daly,Northern Daly,Word Order
tzo,Tzotzil,2,VO,16.5,-92.66666667,Mayan,Mayan,Word Order
tzu,Tzutujil,2,VO,14.66666667,-91.33333333,Mayan,Mayan,Word Order
tsh,Tümpisa Shoshone,1,OV,37,-117,Northern Uto-Aztecan,Uto-Aztecan,Word Order
uby,Ubykh,1,OV,43.66666667,39.66666667,Northwest Caucasian,Northwest Caucasian,Word Order
udi,Udi,1,OV,41,48,Lezgic,Nakh-Daghestanian,Word Order
udh,Udihe,1,OV,47.66666667,136.25,Tungusic,Altaic,Word Order
udm,Udmurt,1,OV,57.5,52.5,Permic,Uralic,Word Order
ukr,Ukrainian,2,VO,49,33,Slavic,Indo-European,Word Order
uld,Uldeme,2,VO,10.95,14.11666667,Biu-Mandara,Afro-Asiatic,Word Order
uli,Ulithian,2,VO,9.916666667,139.5833333,Oceanic,Austronesian,Word Order
una,Una,1,OV,-4.666666667,140,Mek,Trans-New Guinea,Word Order
ung,Ungarinjin,1,OV,-16.33333333,126,Worrorran,Worrorran,Word Order
ura,Ura,2,VO,-18.66666667,169.0833333,Oceanic,Austronesian,Word Order
uhi,Uradhi,1,OV,-11.91666667,142.4166667,Northern Pama-Nyungan,Pama-Nyungan,Word Order
url,Urak Lawoi',2,VO,8,98.33333333,Malayo-Sumbawan,Austronesian,Word Order
urn,Urarina,1,OV,-4.5,-75.5,Urarina,Urarina,Word Order
urt,Urat,2,VO,-3.666666667,142.8333333,Urat,Torricelli,Word Order
urd,Urdu,1,OV,25,67,Indic,Indo-European,Word Order
uru,Uru,1,OV,-16.75,-69,Uru-Chipaya,Uru-Chipaya,Word Order
urk,Urubú-Kaapor,1,OV,-2.333333333,-46.5,Maweti-Guarani,Tupian,Word Order
usa,Usan,1,OV,-4.833333333,145.1666667,North Adelbert,Trans-New Guinea,Word Order
usr,Usarufa,1,OV,-6.416666667,145.5833333,Gauwa,Trans-New Guinea,Word Order
ute,Ute,1,OV,39,-109,Northern Uto-Aztecan,Uto-Aztecan,Word Order
uyg,Uyghur,1,OV,40,80,Turkic,Altaic,Word Order
uzb,Uzbek,1,OV,39,66,Turkic,Altaic,Word Order
vaf,Vafsi,1,OV,34.66666667,49.91666667,Iranian,Indo-European,Word Order
vai,Vai,1,OV,6.916666667,-11.25,Western Mande,Mande,Word Order
ven,Venda,2,VO,-22,30,Bantu,Niger-Congo,Word Order
vie,Vietnamese,2,VO,10.5,106.5,Vietic,Austro-Asiatic,Word Order
vnm,Vinmavis,2,VO,-16.16666667,167.4166667,Oceanic,Austronesian,Word Order
wwa,Waama,2,VO,10.58333333,1.666666667,Oti-Volta,Niger-Congo,Word Order
wag,Wagiman,1,OV,-14,131.25,Wagiman,Wagiman,Word Order
wah,Wahgi,1,OV,-5.833333333,144.7166667,Chimbu-Wahgi,Trans-New Guinea,Word Order
wai,Wai Wai,1,OV,1,-59,Cariban,Cariban,Word Order
wak,Wakhi,1,OV,36.5,72,Iranian,Indo-European,Word Order
wal,Walman,2,VO,-3.216666667,142.5,West Palei,Torricelli,Word Order
wam,Wambaya,2,VO,-18.66666667,135.75,Wambayan,Mirndi,Word Order
wbn,Wambon,1,OV,-5.5,140.4166667,Dumut,Trans-New Guinea,Word Order
wme,Wambule,1,OV,29.25,85.91666667,Himalayish,Sino-Tibetan,Word Order
wna,Wan,1,OV,7.833333333,-5.866666667,Eastern Mande,Mande,Word Order
wan,Wangkumara,3,No dominant order,-27.33333333,143,Central Pama-Nyungan,Pama-Nyungan,Word Order
wao,Waorani,1,OV,-1,-76.5,Waorani,Waorani,Word Order
wap,Wappo,1,OV,38.5,-122.5,Wappo,Wappo-Yukian,Word Order
wra,Warao,1,OV,9.333333333,-61.66666667,Warao,Warao,Word Order
wry,Waray (in Australia),2,VO,-13.16666667,131.25,Western Gunwinyguan,Gunwinyguan,Word Order
wrd,Wardaman,3,No dominant order,-15.5,131,Yangmanic,Yangmanic,Word Order
wrk,Warekena,2,VO,1.5,-67.5,Alto-Orinoco,Arawakan,Word Order
wrm,Warembori,2,VO,-1.666666667,137.5833333,South Halmahera - West New Guinea,Austronesian,Word Order
war,Wari',2,VO,-11.33333333,-65,Chapacura-Wanham,Chapacura-Wanham,Word Order
wrl,Warlpiri,3,No dominant order,-20,132.3333333,Western Pama-Nyungan,Pama-Nyungan,Word Order
wlw,Warluwara,1,OV,-22,138.5,Western Pama-Nyungan,Pama-Nyungan,Word Order
wrn,Warndarang,2,VO,-14.41666667,135.5833333,Mara,Mangarrayi-Maran,Word Order
wrg,Warrgamay,3,No dominant order,-18.58333333,146.0833333,Northern Pama-Nyungan,Pama-Nyungan,Word Order
wrb,Warrnambool,2,VO,-38.25,142.5,Southeastern Pama-Nyungan,Pama-Nyungan,Word Order
wrw,Warrwa,3,No dominant order,-17.5,123.5,Nyulnyulan,Nyulnyulan,Word Order
was,Washo,1,OV,39.25,-120,Washo,Washo,Word Order
wsk,Waskia,1,OV,-4.5,146,Kowan,Trans-New Guinea,Word Order
wtm,Watam,1,OV,-3.916666667,144.5,Lower Ramu,Ramu-Lower Sepik,Word Order
wth,Wathawurrung,2,VO,-38,144,Southeastern Pama-Nyungan,Pama-Nyungan,Word Order
wau,Waunana,1,OV,4,-77,Choco,Choco,Word Order
way,Wayampi,1,OV,1,-52,Maweti-Guarani,Tupian,Word Order
wed,Wedau,1,OV,-10.16666667,150.1666667,Oceanic,Austronesian,Word Order
wel,Welsh,2,VO,52,-3,Celtic,Indo-European,Word Order
wec,Welsh (Colloquial),2,VO,52.75,-3.5833,Celtic,Indo-European,Word Order
wem,Wembawemba,2,VO,-35.33333333,144,Southeastern Pama-Nyungan,Pama-Nyungan,Word Order
wma,West Makian,2,VO,0.5,127.5833333,North Halmaheran,North Halmaheran,Word Order
wic,Wichita,1,OV,33.33333333,-97.33333333,Northern Caddoan,Caddoan,Word Order
wch,Wichí,2,VO,-22.5,-62.58333333,Matacoan,Matacoan,Word Order
wmu,Wik Munkan,1,OV,-13.91666667,141.75,Northern Pama-Nyungan,Pama-Nyungan,Word Order
wn,Wik Ngathana,1,OV,-13.91666667,141.5,Northern Pama-Nyungan,Pama-Nyungan,Word Order
wik,Wikchamni,3,No dominant order,36.41666667,-119.0833333,Yokuts,Penutian,Word Order
win,Wintu,3,No dominant order,41,-122.5,Wintuan,Penutian,Word Order
wiy,Wiyot,3,No dominant order,40.83333333,-124.1666667,Wiyot,Algic,Word Order
woi,Woisika,1,OV,-8.25,124.8333333,Alor-Pantar,Greater West Bomberai,Word Order
wly,Wolaytta,1,OV,6.833333333,37.75,Ta-Ne-Omotic,Afro-Asiatic,Word Order
wol,Woleaian,2,VO,7.333333333,143.8333333,Oceanic,Austronesian,Word Order
wlo,Wolio,2,VO,-5.5,122.75,Celebic,Austronesian,Word Order
wlf,Wolof,2,VO,15.25,-16,Wolof,Niger-Congo,Word Order
wom,Womo,1,OV,-2.916666667,141.8333333,Serra Hills,Skou,Word Order
wya,Wyandot,2,VO,44.33333333,-77.5,Northern Iroquoian,Iroquoian,Word Order
xas,Xasonga,1,OV,14.25,-10.5,Western Mande,Mande,Word Order
xer,Xerénte,1,OV,-10,-48.16666667,Je Central,Macro-Ge,Word Order
xho,Xhosa,2,VO,-32,27,Bantu,Niger-Congo,Word Order
xar,Xârâcùù,2,VO,-21.66666667,166,Oceanic,Austronesian,Word Order
ygr,Yagaria,1,OV,-6.333333333,145.4166667,Siane-Yagaria,Trans-New Guinea,Word Order
yag,Yagua,2,VO,-3.5,-72,Peba-Yaguan,Peba-Yaguan,Word Order
yah,Yahgan,1,OV,-55,-68,Yámana,Yámana,Word Order
ykt,Yakut,1,OV,62,130,Turkic,Altaic,Word Order
yal,Yale (Kosarek),1,OV,-4.083333333,139.5,Mek,Trans-New Guinea,Word Order
yam,Yaminahua,1,OV,-8,-73,Panoan,Pano-Tacanan,Word Order
ybi,Yamphu,1,OV,27.58333333,87.33333333,Himalayish,Sino-Tibetan,Word Order
yao,Yao (in Malawi),2,VO,-14.5,35.5,Bantu,Niger-Congo,Word Order
yap,Yapese,2,VO,9.583333333,138.1666667,Yapese,Austronesian,Word Order
yqy,Yaqay,1,OV,-6.583333333,139.25,Marind-Yaqay,Trans-New Guinea,Word Order
yaq,Yaqui,1,OV,27.5,-110.25,Cahita,Uto-Aztecan,Word Order
yar,Yareba,1,OV,-9.5,148.5,Yareban,Trans-New Guinea,Word Order
ywl,Yawelmani,2,VO,35.41666667,-119,Yokuts,Penutian,Word Order
ywr,Yawuru,3,No dominant order,-18,122.5,Nyulnyulan,Nyulnyulan,Word Order
yay,Yay,2,VO,22.41666667,104.75,Kam-Tai,Tai-Kadai,Word Order
yei,Yei,1,OV,-7.916666667,140.9166667,Yei,Yam,Word Order
ylm,Yelmek,1,OV,-7.666666667,139.1666667,Bulaka River,Bulaka River,Word Order
yel,Yelî Dnye,1,OV,-11.36666667,154.1666667,Yele,Yele,Word Order
yid,Yidiny,1,OV,-17,145.75,Northern Pama-Nyungan,Pama-Nyungan,Word Order
yim,Yimas,1,OV,-4.666666667,143.55,Lower Sepik,Ramu-Lower Sepik,Word Order
yin,Yindjibarndi,2,VO,-21.75,117.9166667,Western Pama-Nyungan,Pama-Nyungan,Word Order
yng,Yingkarta,2,VO,-25.16666667,114.8333333,Western Pama-Nyungan,Pama-Nyungan,Word Order
yok,Yokuts (Yaudanchi),2,VO,36.08333333,-119.0833333,Yokuts,Penutian,Word Order
yor,Yoruba,2,VO,8,4.333333333,Defoid,Niger-Congo,Word Order
yuc,Yuchi,1,OV,35.75,-86.75,Yuchi,Yuchi,Word Order
ycn,Yucuna,2,VO,-0.75,-71,Japura-Colombia,Arawakan,Word Order
yko,Yukaghir (Kolyma),1,OV,65.75,150.8333333,Yukaghir,Yukaghir,Word Order
ytu,Yukaghir (Tundra),1,OV,69,155,Yukaghir,Yukaghir,Word Order
yuk,Yukulta,1,OV,-17.33333333,138.8333333,Tangkic,Tangkic,Word Order
yul,Yulu,2,VO,8.5,25.25,Bongo-Bagirmi,Central Sudanic,Word Order
ypk,Yup'ik (Central),3,No dominant order,59.5,-160,Eskimo,Eskimo-Aleut,Word Order
yus,Yupik (Siberian),1,OV,65,-173,Eskimo,Eskimo-Aleut,Word Order
yur,Yurok,3,No dominant order,41.33333333,-124,Yurok,Algic,Word Order
yuw,Yuwaalaraay,1,OV,-29.5,148,Southeastern Pama-Nyungan,Pama-Nyungan,Word Order
zan,Zande,2,VO,4,26,Ubangi,Niger-Congo,Word Order
zpr,Zaparo,2,VO,-2,-76.33333333,Zaparoan,Zaparoan,Word Order
zai,Zapotec (Isthmus),2,VO,16.416667,-95,Zapotecan,Oto-Manguean,Word Order
zap,Zapotec (Mitla),2,VO,16.8,-96.25,Zapotecan,Oto-Manguean,Word Order
zya,Zapotec (Yatzachi),2,VO,17.2,-96.2,Zapotecan,Oto-Manguean,Word Order
zzo,Zapotec (Zoogocho),2,VO,17.25,-96.25,Zapotecan,Oto-Manguean,Word Order
zar,Zarma,3,No dominant order,13.83333333,2.166666667,Songhay,Songhay,Word Order
zay,Zayse,1,OV,5.916666667,37.33333333,Ta-Ne-Omotic,Afro-Asiatic,Word Order
zaz,Zazaki,1,OV,39,41,Iranian,Indo-European,Word Order
zhn,Zhuang (Northern),2,VO,24,108,Kam-Tai,Tai-Kadai,Word Order
zim,Zimakani,1,OV,-7.433333333,141.4333333,Boazi,Trans-New Guinea,Word Order
zch,Zoque (Chimalapa),2,VO,16.75,-94.75,Mixe-Zoque,Mixe-Zoque,Word Order
zqc,Zoque (Copainalá),2,VO,17,-93.25,Mixe-Zoque,Mixe-Zoque,Word Order
zqo,Zoque (Ostuacan),2,VO,17.41666667,-93.3,Mixe-Zoque,Mixe-Zoque,Word Order
zul,Zulu,2,VO,-30,30,Bantu,Niger-Congo,Word Order
zun,Zuni,1,OV,35.08333333,-108.8333333,Zuni,Zuni,Word Order
rgc,rGyalrong (Caodeng),1,OV,31.66666667,101.75,Na-Qiangic,Sino-Tibetan,Word Order
eme,Émérillon,1,OV,3.166666667,-52.41666667,Maweti-Guarani,Tupian,Word Order
omi,Ömie,1,OV,-9.05,148.0833333,Koiarian,Trans-New Guinea,Word Order
